Plant,Region,State,Product,Industry,Month,Year,Production_Volume_Tons,Sales_Volume_Tons,Revenue_INR,Production_Cost_INR,Profit_INR,Customer_Count,Delivery_Time_Days,Customer_Satisfaction,Plant_Efficiency_Percent
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Apr,2022,906,804,2136228,1657280,478948,85,9,7.41,82.53
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Apr,2023,1708,1418,3698144,2266473,1431671,168,4,7.44,88.91
Dahej,West,Gujarat,Hydrogen,Chemical,Aug,2022,3985,3594,7159248,4305349,2853899,169,2,7.97,97.59
Vadodara,West,Gujarat,Hydrogen,Food & Beverage,Feb,2022,872,737,1741531,1397076,344455,324,6,7.18,88.13
Vadodara,West,Gujarat,Helium,Food & Beverage,Oct,2024,1017,983,2144906,1257355,887551,105,3,7.46,93.39
Pune,West,Maharashtra,Hydrogen,Healthcare,Nov,2023,1829,1697,3443213,2725641,717572,467,6,9.61,84.31
Vadodara,West,Gujarat,Helium,Food & Beverage,Mar,2022,3964,3797,15693001,10822565,4870436,307,6,7.31,92.66
Pune,West,Maharashtra,Nitrogen,Electronics,Oct,2023,3973,3182,11480656,9475494,2005162,391,2,8.51,89.0
Chennai,South,Tamil Nadu,Carbon Dioxide,Healthcare,Aug,2022,3936,3719,9260310,5657660,3602650,360,9,7.21,76.98
Pune,West,Maharashtra,Oxygen,Pharmaceutical,Apr,2025,938,800,2916000,1757964,1158036,401,8,8.22,94.93
Jamshedpur,East,Jharkhand,Carbon Dioxide,Food & Beverage,Apr,2024,3441,3052,9546656,6398475,3148181,285,9,8.63,96.84
Jamshedpur,East,Jharkhand,Nitrogen,Healthcare,Aug,2024,4129,4036,11288692,6374096,4914596,65,9,7.35,94.33
Jamshedpur,East,Jharkhand,Helium,Chemical,Jun,2025,3521,3240,11874600,8632611,3241989,368,7,9.75,75.79
Pune,West,Maharashtra,Hydrogen,Steel,Jul,2022,864,806,2436538,1817167,619371,423,6,7.19,77.26
Hyderabad,South,Telangana,Oxygen,Electronics,Apr,2022,1126,902,3642276,2794049,848227,97,4,8.51,80.01
Dahej,West,Gujarat,Carbon Dioxide,Pharmaceutical,Sep,2024,2345,1998,7318674,5078476,2240198,167,8,9.25,81.28
Vadodara,West,Gujarat,Helium,Food & Beverage,Feb,2024,967,818,2903900,2246573,657327,234,2,7.21,87.94
Chennai,South,Tamil Nadu,Carbon Dioxide,Food & Beverage,Aug,2023,2104,1908,5010408,3713751,1296657,110,10,8.64,94.26
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Jan,2023,2546,2444,4704700,3771719,932981,338,7,9.34,87.79
Hazira,West,Gujarat,Oxygen,Chemical,Oct,2022,1769,1424,4683536,3256689,1426847,420,10,8.98,98.58
Jamshedpur,East,Jharkhand,Argon,Chemical,Apr,2025,1439,1153,2431677,1927630,504047,298,5,7.58,93.37
Jamshedpur,East,Jharkhand,Argon,Steel,Feb,2022,1456,1318,3392532,2528962,863570,245,9,9.71,89.39
Chennai,South,Tamil Nadu,Nitrogen,Steel,Oct,2025,3277,3059,5671386,3463639,2207747,451,9,7.63,92.94
Hyderabad,South,Telangana,Carbon Dioxide,Healthcare,Sep,2024,3210,3141,6973020,4001954,2971066,232,1,9.01,86.45
Jamshedpur,East,Jharkhand,Carbon Dioxide,Chemical,Jun,2022,4997,4041,10357083,7815617,2541466,76,10,7.87,88.68
Chennai,South,Tamil Nadu,Carbon Dioxide,Chemical,Sep,2022,2380,2198,9060156,7348343,1711813,420,6,8.57,90.79
Pune,West,Maharashtra,Oxygen,Electronics,Sep,2025,1573,1502,5679062,3162075,2516987,313,9,9.77,88.73
Hazira,West,Gujarat,Oxygen,Steel,Feb,2022,1465,1263,4190634,2345947,1844687,91,10,9.76,81.88
Hazira,West,Gujarat,Hydrogen,Pharmaceutical,Oct,2022,4314,3685,7156270,5438705,1717565,363,7,7.42,95.56
Chennai,South,Tamil Nadu,Hydrogen,Steel,Apr,2022,1851,1638,5952492,4950011,1002481,451,2,8.24,87.17
Vadodara,West,Gujarat,Nitrogen,Food & Beverage,Aug,2025,3230,3100,10360200,7159298,3200902,361,1,8.61,98.95
Hazira,West,Gujarat,Helium,Pharmaceutical,Apr,2022,973,847,3083080,1816775,1266305,476,10,9.0,97.09
Vadodara,West,Gujarat,Nitrogen,Electronics,May,2023,1328,1210,2974180,1865260,1108920,442,8,9.48,77.46
Vadodara,West,Gujarat,Helium,Steel,Jan,2023,1550,1439,2844903,2360173,484730,188,9,9.7,92.94
Bengaluru,South,Karnataka,Oxygen,Steel,Dec,2025,660,560,1827280,1539319,287961,287,6,9.16,97.37
Hyderabad,South,Telangana,Oxygen,Electronics,Jun,2024,3973,3571,6774187,5448399,1325788,140,5,7.37,92.19
Hazira,West,Gujarat,Argon,Food & Beverage,Feb,2025,4685,4388,10750600,8227484,2523116,412,9,8.21,77.41
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,May,2023,1542,1323,4424112,3560730,863382,369,7,9.65,80.59
Hyderabad,South,Telangana,Argon,Food & Beverage,Jan,2023,2277,2130,6238770,3679605,2559165,120,9,8.97,78.27
Hyderabad,South,Telangana,Nitrogen,Electronics,May,2023,4600,3753,14362731,9297225,5065506,361,10,8.37,91.08
Bengaluru,South,Karnataka,Helium,Electronics,Sep,2022,3780,3082,7760476,4830198,2930278,97,9,7.99,93.9
Vadodara,West,Gujarat,Nitrogen,Healthcare,Oct,2025,3444,2878,5957460,3892322,2065138,336,8,8.58,78.77
Dahej,West,Gujarat,Helium,Food & Beverage,Jan,2023,4036,3442,10807880,8239086,2568794,257,2,7.06,95.28
Dahej,West,Gujarat,Oxygen,Food & Beverage,Apr,2022,3960,3170,12182310,9149563,3032747,52,8,8.79,94.85
Dahej,West,Gujarat,Hydrogen,Chemical,Oct,2025,1298,1257,2832021,1941477,890544,261,6,7.33,78.69
Pune,West,Maharashtra,Helium,Food & Beverage,Jul,2022,2856,2486,4877532,3752789,1124743,279,4,8.48,96.03
Hazira,West,Gujarat,Hydrogen,Pharmaceutical,Jan,2024,3729,3195,9802260,8004250,1798010,159,9,9.31,97.68
Vadodara,West,Gujarat,Helium,Steel,Sep,2024,868,852,1812204,1478490,333714,344,8,9.51,76.48
Vadodara,West,Gujarat,Carbon Dioxide,Electronics,Dec,2024,4464,3573,10275948,7041190,3234758,354,5,7.94,96.85
Chennai,South,Tamil Nadu,Nitrogen,Chemical,Jun,2025,1217,993,1973091,1375945,597146,440,8,7.46,89.67
Hyderabad,South,Telangana,Carbon Dioxide,Electronics,May,2022,2347,2299,8812067,6797382,2014685,237,1,8.7,97.22
Pune,West,Maharashtra,Nitrogen,Healthcare,Dec,2025,1213,1041,3083442,2595761,487681,498,10,8.95,87.03
Dahej,West,Gujarat,Carbon Dioxide,Food & Beverage,Mar,2025,3388,3104,7977280,4668945,3308335,324,7,7.48,94.08
Dahej,West,Gujarat,Helium,Chemical,Apr,2024,4395,3957,8305743,4646272,3659471,97,8,8.16,86.09
Hazira,West,Gujarat,Helium,Electronics,Apr,2022,4987,4317,14876382,11827095,3049287,283,10,7.59,81.5
Jamshedpur,East,Jharkhand,Helium,Pharmaceutical,Oct,2022,2186,1975,7994800,5150656,2844144,250,5,8.44,79.75
Pune,West,Maharashtra,Oxygen,Healthcare,Nov,2023,3784,3504,13830288,9383502,4446786,197,2,8.73,93.34
Hazira,West,Gujarat,Hydrogen,Chemical,Feb,2024,2612,2205,8398845,6926828,1472017,121,1,8.15,91.01
Hazira,West,Gujarat,Oxygen,Electronics,Oct,2024,2476,2085,8415060,5888030,2527030,264,1,9.08,77.06
Vadodara,West,Gujarat,Helium,Chemical,Nov,2024,1752,1504,4136000,2319925,1816075,221,2,7.55,82.22
Dahej,West,Gujarat,Helium,Food & Beverage,Aug,2025,2444,2281,5362631,4129639,1232992,384,3,8.55,77.98
Bengaluru,South,Karnataka,Nitrogen,Steel,Jan,2022,1904,1746,6723846,4180053,2543793,448,10,8.9,86.24
Bengaluru,South,Karnataka,Nitrogen,Pharmaceutical,Jun,2024,4471,4369,10411327,8287909,2123418,199,7,8.23,87.9
Hyderabad,South,Telangana,Helium,Electronics,Feb,2022,4312,3792,7386816,5996157,1390659,472,2,7.79,77.7
Pune,West,Maharashtra,Carbon Dioxide,Steel,May,2025,4387,4221,16381701,12821162,3560539,371,10,9.0,91.97
Pune,West,Maharashtra,Carbon Dioxide,Healthcare,Jun,2025,2935,2515,5346890,3538535,1808355,485,4,9.66,75.04
Chennai,South,Tamil Nadu,Helium,Food & Beverage,Sep,2024,3443,2915,10931250,7326391,3604859,310,8,7.32,75.3
Jamshedpur,East,Jharkhand,Nitrogen,Food & Beverage,Sep,2025,1638,1427,2838303,2243265,595038,388,8,9.82,80.85
Hyderabad,South,Telangana,Argon,Chemical,Nov,2024,2455,2219,4322612,2762150,1560462,443,8,7.2,95.26
Bengaluru,South,Karnataka,Hydrogen,Healthcare,Dec,2025,1639,1397,4346067,2401155,1944912,329,1,7.76,83.59
Bengaluru,South,Karnataka,Carbon Dioxide,Healthcare,May,2023,2909,2416,9316096,5980086,3336010,388,8,9.88,81.0
Jamshedpur,East,Jharkhand,Helium,Steel,Sep,2025,4352,3495,8482365,5457218,3025147,471,8,8.36,76.03
Pune,West,Maharashtra,Oxygen,Chemical,Jan,2022,4176,3748,15666640,10927347,4739293,283,6,7.19,96.76
Dahej,West,Gujarat,Nitrogen,Healthcare,Jun,2025,2240,1835,3675505,2464974,1210531,115,2,7.9,80.14
Pune,West,Maharashtra,Argon,Healthcare,Sep,2023,4180,3765,11362770,6266166,5096604,423,9,8.33,87.39
Pune,West,Maharashtra,Helium,Pharmaceutical,Nov,2025,4825,4525,18471050,15323575,3147475,465,3,8.08,93.18
Vadodara,West,Gujarat,Oxygen,Electronics,Dec,2023,4209,4134,16283826,9853027,6430799,162,8,7.12,75.4
Vadodara,West,Gujarat,Carbon Dioxide,Electronics,Nov,2024,3041,2813,9744232,7014503,2729729,81,10,9.75,88.71
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Jan,2022,4990,4527,14097078,10295918,3801160,458,4,9.41,88.29
Chennai,South,Tamil Nadu,Oxygen,Food & Beverage,Jan,2025,4950,4532,17062980,9559929,7503051,476,3,7.21,88.4
Bengaluru,South,Karnataka,Oxygen,Pharmaceutical,Aug,2023,1334,1251,2851029,1773859,1077170,180,9,9.22,90.36
Pune,West,Maharashtra,Carbon Dioxide,Healthcare,Mar,2025,4687,4182,14565906,8194652,6371254,301,6,9.84,95.69
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Sep,2025,2475,2348,8802652,6855546,1947106,376,4,8.44,96.56
Chennai,South,Tamil Nadu,Helium,Electronics,Mar,2025,4883,4663,17309056,11351979,5957077,321,3,8.95,78.83
Bengaluru,South,Karnataka,Carbon Dioxide,Electronics,Mar,2024,4882,4378,8125568,5178845,2946723,386,4,7.62,85.31
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Apr,2025,2632,2261,6660906,4063502,2597404,417,3,8.14,95.86
Bengaluru,South,Karnataka,Argon,Healthcare,Aug,2023,2145,1826,7070272,4315296,2754976,122,10,9.49,94.16
Hyderabad,South,Telangana,Carbon Dioxide,Food & Beverage,Oct,2022,4057,3448,13029992,10535537,2494455,247,7,7.63,84.84
Dahej,West,Gujarat,Carbon Dioxide,Electronics,Feb,2024,3775,3185,9768395,6642295,3126100,176,4,8.56,79.16
Bengaluru,South,Karnataka,Nitrogen,Pharmaceutical,Apr,2022,2246,2206,4862024,3569606,1292418,449,9,8.14,83.59
Vadodara,West,Gujarat,Oxygen,Healthcare,Dec,2022,2528,2364,7250388,5262005,1988383,365,7,9.27,93.51
Hyderabad,South,Telangana,Oxygen,Healthcare,Mar,2024,4887,4492,9505072,5800881,3704191,434,6,8.59,98.67
Pune,West,Maharashtra,Hydrogen,Healthcare,Mar,2025,1094,1027,3825575,2866185,959390,118,5,9.11,77.41
Vadodara,West,Gujarat,Oxygen,Healthcare,Nov,2022,4833,4356,17929296,11707206,6222090,454,9,9.48,93.02
Pune,West,Maharashtra,Carbon Dioxide,Pharmaceutical,Oct,2023,4498,4043,8777353,5403160,3374193,96,1,8.0,83.43
Dahej,West,Gujarat,Helium,Steel,Aug,2023,1991,1723,6254490,3994625,2259865,88,2,8.24,91.11
Hazira,West,Gujarat,Oxygen,Chemical,Jun,2023,1083,1042,3434432,2835538,598894,53,8,7.45,83.83
Hyderabad,South,Telangana,Helium,Healthcare,Dec,2025,2524,2488,7867056,4918157,2948899,228,8,7.8,87.4
Pune,West,Maharashtra,Nitrogen,Pharmaceutical,Aug,2024,1515,1405,2530405,2088556,441849,392,6,7.93,90.44
Dahej,West,Gujarat,Helium,Steel,Jul,2025,4876,4557,12331242,7599208,4732034,137,3,8.32,93.74
Chennai,South,Tamil Nadu,Oxygen,Electronics,Aug,2025,4748,3844,13154168,8932540,4221628,200,7,9.41,82.61
Bengaluru,South,Karnataka,Hydrogen,Food & Beverage,May,2022,1492,1287,3499353,2765221,734132,193,5,7.3,80.89
Dahej,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jul,2023,4293,3785,7433740,4641152,2792588,105,6,8.45,87.45
Dahej,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jul,2022,625,523,2181956,1779368,402588,145,10,7.5,85.64
Pune,West,Maharashtra,Argon,Food & Beverage,Mar,2025,4788,4407,13741026,8428933,5312093,138,9,9.33,86.21
Vadodara,West,Gujarat,Hydrogen,Chemical,Sep,2023,2231,1881,6495093,4040847,2454246,211,1,7.11,95.04
Hazira,West,Gujarat,Argon,Healthcare,Sep,2024,2548,2490,6220020,4873750,1346270,107,7,8.89,80.39
Jamshedpur,East,Jharkhand,Hydrogen,Healthcare,Nov,2022,1030,976,2069120,1568027,501093,365,1,7.34,76.33
Pune,West,Maharashtra,Oxygen,Food & Beverage,Oct,2024,653,561,1804737,1078393,726344,87,9,7.63,83.38
Hazira,West,Gujarat,Oxygen,Steel,Jul,2024,4857,4626,11958210,6669730,5288480,205,2,9.14,96.44
Hazira,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jan,2023,3473,3271,6470038,4690438,1779600,439,1,8.08,85.18
Chennai,South,Tamil Nadu,Hydrogen,Food & Beverage,Sep,2024,2486,2185,8027690,5876481,2151209,211,3,9.42,96.5
Hyderabad,South,Telangana,Hydrogen,Steel,May,2023,4185,3614,12092444,7580776,4511668,374,10,8.29,97.56
Hazira,West,Gujarat,Hydrogen,Electronics,Oct,2025,856,735,1969800,1245184,724616,345,2,7.83,94.15
Hazira,West,Gujarat,Helium,Chemical,Mar,2022,2800,2734,8177394,5060863,3116531,226,6,9.46,90.05
Hazira,West,Gujarat,Oxygen,Chemical,May,2022,1456,1213,4098727,3473163,625564,90,9,9.0,86.93
Dahej,West,Gujarat,Argon,Steel,Jan,2023,1126,1016,3559048,2882817,676231,84,7,8.35,90.42
Chennai,South,Tamil Nadu,Carbon Dioxide,Food & Beverage,Oct,2023,1772,1571,3660430,2924800,735630,206,9,9.51,80.79
Pune,West,Maharashtra,Nitrogen,Food & Beverage,Jul,2022,2069,1687,3063592,2056418,1007174,253,2,7.68,79.65
Chennai,South,Tamil Nadu,Hydrogen,Chemical,May,2023,1344,1113,2859297,1593388,1265909,218,2,8.52,75.77
Hazira,West,Gujarat,Nitrogen,Steel,Apr,2025,4523,4068,8294652,4664073,3630579,73,2,8.54,95.23
Vadodara,West,Gujarat,Carbon Dioxide,Food & Beverage,May,2023,1053,910,2327780,1361178,966602,475,9,7.64,93.39
Hyderabad,South,Telangana,Oxygen,Chemical,Mar,2025,2973,2780,8901560,5337969,3563591,432,3,9.49,96.54
Vadodara,West,Gujarat,Argon,Pharmaceutical,Feb,2022,1360,1271,3427887,1945289,1482598,365,2,9.47,86.49
Hyderabad,South,Telangana,Argon,Pharmaceutical,May,2025,1758,1545,5348790,3837015,1511775,275,2,7.77,96.43
Jamshedpur,East,Jharkhand,Argon,Healthcare,Jun,2023,3400,2774,8463474,6279292,2184182,252,2,7.65,88.64
Pune,West,Maharashtra,Helium,Food & Beverage,Dec,2024,1922,1754,5400566,3048181,2352385,459,1,8.32,95.08
Hazira,West,Gujarat,Carbon Dioxide,Healthcare,Feb,2025,1580,1445,2956470,2214667,741803,472,2,7.65,79.16
Bengaluru,South,Karnataka,Carbon Dioxide,Healthcare,Aug,2022,3924,3601,10291658,6966095,3325563,363,10,8.49,94.84
Pune,West,Maharashtra,Hydrogen,Steel,Jan,2023,3749,3667,11092675,7168927,3923748,299,8,9.04,88.89
Vadodara,West,Gujarat,Hydrogen,Healthcare,Apr,2023,4839,3981,14080797,9262451,4818346,90,5,9.53,93.25
Bengaluru,South,Karnataka,Carbon Dioxide,Chemical,Nov,2024,4969,4571,17484075,14510499,2973576,228,2,8.63,75.3
Hazira,West,Gujarat,Oxygen,Chemical,Jan,2023,1743,1548,3227580,2553539,674041,175,3,9.75,81.32
Dahej,West,Gujarat,Carbon Dioxide,Healthcare,Dec,2023,3957,3879,10616823,6432802,4184021,296,2,9.19,93.42
Vadodara,West,Gujarat,Argon,Chemical,Feb,2025,4170,3647,14143066,11386569,2756497,247,10,7.61,83.2
Hazira,West,Gujarat,Argon,Food & Beverage,May,2023,3829,3477,9426147,7040244,2385903,423,2,7.27,86.76
Chennai,South,Tamil Nadu,Hydrogen,Chemical,Mar,2023,3054,2823,9824040,6123205,3700835,462,7,7.48,86.7
Chennai,South,Tamil Nadu,Helium,Steel,Jun,2025,653,586,1850588,1225665,624923,65,3,8.09,93.16
Hazira,West,Gujarat,Hydrogen,Electronics,May,2022,1802,1645,5599580,3336218,2263362,149,8,7.37,85.01
Hyderabad,South,Telangana,Nitrogen,Food & Beverage,Nov,2025,1446,1379,2904174,2326480,577694,134,4,9.78,87.5
Hazira,West,Gujarat,Argon,Electronics,Sep,2023,1942,1870,5336980,3134570,2202410,463,8,8.58,88.32
Hazira,West,Gujarat,Oxygen,Healthcare,Oct,2025,2876,2730,5203380,2883080,2320300,237,7,8.56,84.67
Pune,West,Maharashtra,Hydrogen,Pharmaceutical,Aug,2025,1166,1136,2398096,1659917,738179,470,1,8.4,82.12
Dahej,West,Gujarat,Oxygen,Pharmaceutical,Jul,2025,1632,1586,6539078,3841812,2697266,455,5,7.07,87.65
Chennai,South,Tamil Nadu,Nitrogen,Food & Beverage,Dec,2025,4646,4164,8236392,4561353,3675039,179,5,7.6,98.95
Hyderabad,South,Telangana,Oxygen,Chemical,Mar,2024,981,799,2571182,1746071,825111,150,4,9.62,90.77
Hazira,West,Gujarat,Nitrogen,Chemical,May,2025,4441,3658,13150510,10426456,2724054,124,5,7.63,89.28
Pune,West,Maharashtra,Helium,Healthcare,Apr,2024,2582,2545,6219980,3840982,2378998,115,5,7.4,76.66
Pune,West,Maharashtra,Carbon Dioxide,Food & Beverage,Mar,2024,4412,3786,11816106,7285878,4530228,288,2,8.61,78.7
Bengaluru,South,Karnataka,Nitrogen,Chemical,Mar,2023,2382,1912,5145192,3436854,1708338,392,1,7.7,91.95
Hazira,West,Gujarat,Carbon Dioxide,Chemical,May,2022,2824,2538,6900822,4820309,2080513,300,8,7.49,94.26
Bengaluru,South,Karnataka,Argon,Electronics,Feb,2024,4923,4600,17710000,13254855,4455145,284,1,7.01,92.99
Vadodara,West,Gujarat,Hydrogen,Healthcare,Jun,2025,4381,3969,7890372,6478289,1412083,143,9,7.73,86.01
Vadodara,West,Gujarat,Helium,Chemical,Feb,2022,2551,2045,4280185,3376332,903853,278,4,9.71,80.42
Bengaluru,South,Karnataka,Carbon Dioxide,Food & Beverage,Jul,2024,4751,4376,17083904,10288420,6795484,423,10,8.84,86.29
Chennai,South,Tamil Nadu,Argon,Electronics,Oct,2022,4730,4545,9767205,6344441,3422764,308,7,9.5,92.37
Dahej,West,Gujarat,Argon,Electronics,Nov,2022,2516,2205,5898375,5006568,891807,319,7,9.49,91.87
Jamshedpur,East,Jharkhand,Carbon Dioxide,Pharmaceutical,Jun,2023,3943,3371,9243282,5190333,4052949,393,9,7.1,80.65
Chennai,South,Tamil Nadu,Oxygen,Pharmaceutical,Jun,2025,1977,1611,5925258,4227920,1697338,354,3,9.67,84.22
Jamshedpur,East,Jharkhand,Nitrogen,Chemical,Aug,2023,2071,2008,5421600,3924097,1497503,89,8,9.6,94.73
Jamshedpur,East,Jharkhand,Nitrogen,Chemical,May,2024,1948,1569,3379626,2551451,828175,333,9,8.9,75.16
Pune,West,Maharashtra,Nitrogen,Electronics,Aug,2023,3129,2968,9111760,5854263,3257497,460,5,7.83,95.05
Bengaluru,South,Karnataka,Nitrogen,Electronics,Aug,2024,3595,3180,12656400,9296810,3359590,184,9,8.5,98.68
Dahej,West,Gujarat,Carbon Dioxide,Chemical,Oct,2023,3065,2854,6495704,3955189,2540515,254,7,9.3,89.51
Chennai,South,Tamil Nadu,Oxygen,Chemical,Aug,2025,1278,1153,2174558,1779795,394763,389,10,7.9,81.41
Hyderabad,South,Telangana,Helium,Steel,Sep,2025,2435,2206,5748836,3318739,2430097,175,10,8.84,76.56
Jamshedpur,East,Jharkhand,Hydrogen,Healthcare,Dec,2023,3154,2607,4729098,3653984,1075114,134,9,7.07,75.86
Hazira,West,Gujarat,Helium,Healthcare,Oct,2025,886,837,1852281,1045646,806635,197,6,9.03,93.1
Dahej,West,Gujarat,Argon,Pharmaceutical,Dec,2023,3033,2821,11848200,6595815,5252385,456,6,7.81,89.3
Chennai,South,Tamil Nadu,Hydrogen,Healthcare,Mar,2022,4603,4553,15147831,11463232,3684599,217,5,7.29,93.09
Bengaluru,South,Karnataka,Nitrogen,Steel,Dec,2025,4764,4200,11629800,7443765,4186035,192,6,8.73,92.17
Dahej,West,Gujarat,Nitrogen,Food & Beverage,Sep,2024,1257,1027,2325128,1720585,604543,434,4,8.58,87.1
Jamshedpur,East,Jharkhand,Carbon Dioxide,Electronics,Jan,2022,1226,1164,3078780,2260952,817828,420,4,9.05,87.24
Hazira,West,Gujarat,Carbon Dioxide,Pharmaceutical,Jan,2022,4545,4339,11979979,7689716,4290263,247,4,7.46,88.3
Pune,West,Maharashtra,Carbon Dioxide,Electronics,Mar,2025,4209,3543,8403996,5619727,2784269,75,10,7.38,97.08
Jamshedpur,East,Jharkhand,Hydrogen,Food & Beverage,May,2024,3381,2823,5699637,3839057,1860580,158,9,9.35,82.32
Hyderabad,South,Telangana,Nitrogen,Food & Beverage,Jun,2022,1996,1672,3974344,2673798,1300546,353,6,7.23,90.48
Hyderabad,South,Telangana,Oxygen,Food & Beverage,Sep,2022,2118,1982,6760602,5384192,1376410,62,3,8.13,91.11
Hyderabad,South,Telangana,Oxygen,Steel,Sep,2022,2833,2354,8582684,4743647,3839037,144,5,9.67,84.77
Pune,West,Maharashtra,Nitrogen,Pharmaceutical,Mar,2025,3474,3374,8674554,7267777,1406777,268,10,9.8,80.36
Pune,West,Maharashtra,Argon,Steel,Sep,2022,1614,1348,4615552,2725518,1890034,351,7,8.22,76.08
Chennai,South,Tamil Nadu,Nitrogen,Healthcare,Mar,2023,3847,3769,11917578,7243630,4673948,186,9,8.24,78.92
Chennai,South,Tamil Nadu,Nitrogen,Food & Beverage,May,2024,1946,1891,6900259,5347774,1552485,138,8,7.32,87.76
Pune,West,Maharashtra,Carbon Dioxide,Steel,Aug,2024,2383,2172,8433876,6027193,2406683,422,1,8.22,93.58
Bengaluru,South,Karnataka,Argon,Chemical,Sep,2022,2741,2690,9961070,8137107,1823963,455,6,9.25,84.6
Dahej,West,Gujarat,Oxygen,Pharmaceutical,Jul,2023,4231,4161,13718817,9067790,4651027,182,4,7.19,84.55
Bengaluru,South,Karnataka,Oxygen,Healthcare,Jan,2023,1151,1115,2565615,1449849,1115766,389,1,7.7,80.59
Bengaluru,South,Karnataka,Argon,Electronics,Dec,2022,1439,1266,3287802,1818841,1468961,62,6,7.79,90.0
Hazira,West,Gujarat,Hydrogen,Steel,Mar,2022,4581,4150,9428800,6676027,2752773,477,1,9.66,98.54
Hazira,West,Gujarat,Oxygen,Food & Beverage,Jan,2022,3553,3082,7834444,4326762,3507682,245,4,9.28,94.97
Hazira,West,Gujarat,Nitrogen,Chemical,Mar,2024,3062,2473,7606948,5564563,2042385,405,7,7.64,83.84
Dahej,West,Gujarat,Helium,Healthcare,Sep,2025,2903,2705,9161835,7344112,1817723,465,1,8.62,81.28
Hazira,West,Gujarat,Oxygen,Food & Beverage,Feb,2025,4389,4136,16829384,10524658,6304726,479,1,8.04,97.71
Pune,West,Maharashtra,Nitrogen,Healthcare,Jan,2025,3678,3330,7399260,4539882,2859378,407,9,8.69,97.04
Bengaluru,South,Karnataka,Nitrogen,Healthcare,Aug,2025,2095,1878,4063992,3221447,842545,148,4,9.45,80.21
Chennai,South,Tamil Nadu,Helium,Chemical,Nov,2024,3154,3035,5872725,4107502,1765223,164,8,8.92,97.05
Dahej,West,Gujarat,Nitrogen,Pharmaceutical,Sep,2022,4973,4277,8087807,4989820,3097987,179,2,8.39,82.92
Pune,West,Maharashtra,Carbon Dioxide,Healthcare,Sep,2023,3933,3295,11341390,9436331,1905059,323,6,8.03,77.99
Bengaluru,South,Karnataka,Nitrogen,Steel,Dec,2022,1843,1698,5890362,4979406,910956,426,6,8.48,76.6
Jamshedpur,East,Jharkhand,Hydrogen,Healthcare,Apr,2024,1014,973,2076382,1611474,464908,471,8,7.17,93.72
Hazira,West,Gujarat,Nitrogen,Steel,May,2025,2162,1819,6391966,3948096,2443870,437,3,8.05,82.89
Chennai,South,Tamil Nadu,Oxygen,Healthcare,Nov,2022,4919,4588,15544144,11745419,3798725,177,2,9.79,95.46
Pune,West,Maharashtra,Argon,Healthcare,Apr,2022,4987,4150,8432800,5190245,3242555,178,2,9.49,77.25
Hyderabad,South,Telangana,Argon,Chemical,Sep,2023,2992,2667,8649081,6739551,1909530,293,2,9.06,87.84
Dahej,West,Gujarat,Argon,Electronics,Jul,2023,3294,3188,6321804,3979214,2342590,318,5,7.39,80.04
Hyderabad,South,Telangana,Helium,Food & Beverage,Aug,2023,4296,4077,12756933,10535059,2221874,83,4,8.63,75.57
Vadodara,West,Gujarat,Oxygen,Electronics,Apr,2025,1389,1310,3314300,2219335,1094965,426,6,7.62,93.43
Chennai,South,Tamil Nadu,Oxygen,Steel,Apr,2023,1840,1736,4044880,2277044,1767836,372,6,8.07,91.38
Chennai,South,Tamil Nadu,Oxygen,Chemical,Jun,2023,4013,3699,10457073,8185049,2272024,398,4,8.93,84.49
Hazira,West,Gujarat,Hydrogen,Food & Beverage,Oct,2022,4809,4519,8504758,6380859,2123899,85,10,8.15,95.67
Pune,West,Maharashtra,Helium,Healthcare,Dec,2023,2126,1875,4856250,2693434,2162816,312,6,7.23,84.8
Bengaluru,South,Karnataka,Hydrogen,Steel,Mar,2024,3665,3173,12777671,9803627,2974044,238,6,7.06,93.47
Dahej,West,Gujarat,Argon,Chemical,Nov,2024,1522,1368,2786616,2020661,765955,492,1,7.8,79.95
Jamshedpur,East,Jharkhand,Carbon Dioxide,Electronics,Jun,2023,3986,3891,8824788,7222894,1601894,495,2,8.46,86.27
Chennai,South,Tamil Nadu,Helium,Food & Beverage,Dec,2023,3704,3196,8405480,6490590,1914890,484,2,8.8,83.47
Hazira,West,Gujarat,Hydrogen,Chemical,Dec,2022,1679,1618,3422070,2110950,1311120,362,3,7.76,97.16
Jamshedpur,East,Jharkhand,Helium,Steel,Sep,2022,3759,3671,12308863,8549081,3759782,493,3,8.12,80.12
Bengaluru,South,Karnataka,Helium,Steel,Jul,2024,723,666,1623042,909632,713410,94,6,7.06,81.92
Jamshedpur,East,Jharkhand,Helium,Electronics,Feb,2024,2719,2262,6405984,4573783,1832201,86,9,9.89,86.38
